Id,A,B,C,D,E,F,G,H,I,Air Quality
2531,11.9,4.8,18.5,25.0,14.0,38.6,1.12,25.2,499,3
2532,2.7,23.4,66.3,39.6,31.1,80.1,2.24,93.0,483,0
2533,9.3,5.7,5.5,33.2,30.0,86.6,1.89,8.0,553,1
2534,3.6,9.7,4.9,35.2,33.6,96.2,2.34,15.5,515,1
2535,10.1,4.5,8.1,21.0,25.0,70.6,0.88,10.4,220,3
2536,3.5,17.6,6.0,27.4,35.5,79.4,2.47,11.9,831,0
2537,13.6,5.3,9.5,29.7,14.5,78.5,0.86,16.4,275,3
2538,4.4,15.6,87.9,31.1,44.4,86.1,2.15,98.8,480,1
2539,5.5,9.3,2.4,30.7,29.4,75.8,1.66,19.2,448,2
2540,2.6,1.2,119.9,40.9,31.5,72.5,2.87,145.8,688,0
2541,17.2,6.8,0.1,29.3,23.8,58.4,0.86,5.3,571,3
2542,3.9,19.7,22.7,34.7,31.6,80.2,2.04,41.3,798,1
2543,13.2,5.8,23.7,19.9,23.1,77.8,0.9,28.0,457,3
2544,13.6,9.2,37.9,25.4,14.6,81.3,0.94,41.2,407,3
2545,9.5,7.5,5.1,40.4,38.8,91.4,2.26,20.6,599,1
2546,5.7,23.0,68.1,39.5,33.8,82.8,2.75,80.4,679,1
2547,6.8,8.4,1.2,29.6,20.8,81.7,1.75,17.7,308,2
2548,7.5,20.6,104.1,31.8,51.4,78.6,2.64,114.7,853,0
2549,5.9,5.4,23.8,40.6,23.0,60.7,2.03,44.5,500,1
2550,10.5,0.9,3.0,25.1,12.7,65.9,0.92,9.9,279,3
2551,11.5,3.0,23.9,29.8,39.7,81.1,1.83,33.9,603,1
2552,4.9,14.9,48.0,29.8,31.3,89.2,1.73,54.6,704,1
2553,7.5,10.7,10.6,28.5,30.2,83.8,1.52,26.5,581,2
2554,10.6,10.1,7.8,25.8,17.0,46.9,1.01,14.2,360,3
2555,4.4,10.4,29.3,37.3,24.1,75.6,1.92,34.9,507,1
2556,5.0,10.8,63.4,33.6,29.6,99.4,1.68,72.4,581,1
2557,5.3,4.0,5.4,30.3,29.5,68.2,1.49,16.0,645,2
2558,5.7,9.4,29.7,31.8,25.9,83.5,1.36,38.8,588,2
2559,10.8,1.3,4.7,24.4,20.8,38.2,0.72,10.9,429,3
2560,4.5,20.5,14.3,40.1,32.8,65.7,2.14,31.1,637,1
2561,10.2,4.4,1.3,26.4,20.5,45.0,0.96,6.3,225,3
2562,9.4,12.7,23.9,39.0,23.9,75.2,1.91,41.7,812,1
2563,4.7,20.9,10.1,38.3,29.5,89.3,1.76,28.2,587,1
2564,14.9,6.0,6.5,30.3,16.5,60.5,1.07,11.1,307,3
2565,6.9,16.0,3.5,27.5,22.0,72.3,1.79,7.3,373,2
2566,14.2,7.4,0.4,23.6,12.7,50.2,1.04,3.7,340,3
2567,8.2,11.2,65.2,35.5,35.7,62.5,2.46,81.5,758,1
2568,11.6,7.0,2.8,27.0,19.1,78.8,1.05,3.4,420,3
2569,10.1,5.0,19.5,23.3,15.7,52.1,0.95,23.9,419,3
2570,11.2,4.1,7.7,20.4,10.8,65.1,0.83,9.0,586,3
2571,9.1,5.3,9.1,42.2,24.3,83.8,2.39,27.4,619,1
2572,11.2,4.5,0.8,26.9,18.4,58.8,1.01,8.1,245,3
2573,2.6,24.5,17.3,41.2,43.5,82.7,2.33,25.0,494,0
2574,13.0,2.5,13.5,21.8,12.5,43.0,0.99,17.0,623,3
2575,11.0,6.1,16.3,26.2,23.5,55.8,1.08,21.6,535,3
2576,10.9,5.9,3.9,29.4,23.7,82.3,0.92,8.8,266,3
2577,4.9,44.9,38.3,45.8,40.7,124.7,2.01,42.9,829,0
2578,10.5,6.8,2.1,27.4,23.4,74.8,1.22,7.5,431,3
2579,12.1,2.1,0.9,22.6,24.2,56.4,0.77,5.2,406,3
2580,2.7,26.1,43.1,23.5,49.2,76.1,1.56,54.8,782,0
2581,12.9,1.0,12.9,24.5,16.1,44.7,0.99,16.0,268,3
2582,14.9,3.9,3.9,26.2,20.0,57.2,0.94,3.9,290,3
2583,9.0,9.4,4.8,29.0,26.4,50.4,1.75,18.9,302,2
2584,6.3,10.4,6.2,30.6,25.0,55.6,1.38,23.0,354,2
2585,6.5,10.9,26.1,28.9,31.3,83.5,1.71,36.1,523,2
2586,8.1,11.0,13.9,32.0,23.3,61.5,1.41,20.6,425,2
2587,8.4,13.7,2.1,32.7,21.9,59.4,1.21,14.7,394,2
2588,4.4,21.6,14.9,31.2,29.7,90.0,1.88,29.6,424,1
2589,4.4,20.5,53.2,28.5,33.6,96.2,2.34,65.8,764,1
2590,3.4,3.2,4.3,42.3,37.7,96.6,2.44,16.1,421,1
2591,13.0,7.8,0.7,25.2,17.3,54.0,1.04,4.1,307,3
2592,11.2,5.3,1.6,25.0,13.7,59.7,1.04,4.0,364,3
2593,8.7,7.7,2.3,28.8,25.2,69.1,1.6,16.8,643,2
2594,11.6,5.2,0.6,22.4,21.5,46.5,1.07,7.2,363,3
2595,4.8,17.0,134.7,36.8,21.4,71.9,1.74,152.2,473,1
2596,6.6,13.1,14.8,34.1,23.5,75.9,1.57,31.7,567,2
2597,6.2,4.9,20.1,35.3,34.9,88.7,1.49,30.4,686,2
2598,12.7,6.1,4.8,28.0,25.5,69.2,0.73,12.6,408,3
2599,10.4,5.7,2.2,20.3,19.0,52.3,0.9,6.1,359,3
2600,5.1,8.0,0.7,30.6,30.2,84.0,1.52,9.9,667,2
2601,13.5,4.3,11.8,24.0,21.4,40.9,0.86,18.6,582,3
2602,8.8,16.8,0.4,28.6,20.1,88.5,1.93,11.6,657,2
2603,11.8,4.3,7.8,22.7,16.5,47.2,0.99,10.1,537,3
2604,13.3,5.5,5.8,23.3,23.8,65.5,1.08,10.7,550,3
2605,10.1,4.8,12.2,29.4,21.9,74.5,0.99,18.2,267,3
2606,7.4,12.6,5.8,32.2,38.3,83.4,1.72,15.3,449,2
2607,10.2,10.7,8.4,34.1,25.0,67.7,1.52,18.5,460,2
2608,5.5,13.2,46.8,22.1,22.3,59.3,1.46,60.0,490,2
2609,8.3,25.2,7.0,41.3,51.9,77.0,2.11,28.8,643,0
2610,4.5,16.6,58.1,37.8,31.9,103.0,2.0,75.1,626,1
2611,10.6,7.4,20.0,25.8,16.5,51.5,0.9,30.5,520,3
2612,14.4,0.6,4.3,21.1,15.2,49.5,1.1,9.4,314,3
2613,10.1,4.7,9.6,19.2,23.3,50.8,1.04,11.7,392,3
2614,4.9,6.2,136.2,49.4,23.8,87.2,2.12,154.5,762,1
2615,4.4,17.7,1.7,38.1,29.8,109.9,1.89,12.9,734,1
2616,5.0,17.1,18.2,39.8,42.9,66.5,1.31,26.8,556,1
2617,7.0,10.7,41.1,25.7,36.0,63.4,1.77,51.5,628,2
2618,5.2,16.1,9.2,30.3,37.5,92.2,2.22,14.4,652,1
2619,5.4,1.6,17.2,32.2,36.3,55.7,1.31,30.4,617,2
2620,12.5,9.5,33.3,26.9,25.6,55.9,1.13,36.4,584,3
2621,3.9,18.7,4.2,36.7,32.1,99.0,2.38,19.4,675,1
2622,5.2,7.6,5.4,23.3,24.1,58.1,1.28,7.4,538,2
2623,5.6,24.1,12.1,35.2,29.9,70.4,2.05,31.5,414,1
2624,12.7,7.3,0.6,23.9,13.9,80.5,0.94,3.6,348,3
2625,13.6,3.8,12.7,26.7,15.8,62.1,1.04,16.7,276,3
2626,12.3,5.2,40.2,28.6,20.5,65.2,1.13,44.4,492,3
2627,6.0,15.9,12.9,44.9,43.6,100.6,2.18,28.7,630,0
2628,10.4,6.5,2.0,25.9,12.1,62.8,1.17,8.4,487,3
2629,10.8,5.9,11.6,21.8,24.2,73.5,0.96,14.8,463,3
2630,5.0,6.8,63.5,38.2,32.4,63.5,2.3,77.9,458,1
2631,8.1,4.5,20.9,29.2,34.9,60.4,2.0,32.5,406,2
2632,5.5,11.5,0.9,26.5,30.1,65.9,1.82,13.3,641,2
2633,4.0,7.9,0.1,38.8,43.2,97.9,1.27,12.2,567,1
2634,4.0,13.5,68.5,47.4,38.5,64.8,2.54,80.6,633,1
2635,8.6,11.2,0.7,32.4,34.7,60.2,1.59,10.0,717,2
2636,16.3,3.4,15.3,21.4,12.4,76.4,0.96,22.1,420,3
2637,4.6,9.1,19.6,41.2,39.8,100.3,1.97,35.4,453,1
2638,6.7,21.2,24.9,30.4,23.5,98.0,1.55,30.7,594,2
2639,10.6,2.3,9.9,19.4,26.4,60.1,1.04,18.2,466,3
2640,10.1,5.3,3.3,23.3,12.9,61.7,0.94,10.1,245,3
2641,5.8,7.7,3.1,22.0,25.3,65.6,1.64,11.6,430,2
2642,14.2,6.5,0.3,29.2,16.6,51.8,0.89,4.6,291,3
2643,7.8,13.5,19.0,35.8,28.6,71.5,1.54,34.1,592,2
2644,11.0,3.3,2.1,25.7,23.5,72.9,1.04,1.0,415,3
2645,18.8,6.7,0.2,21.5,15.0,57.5,1.02,4.3,373,3
2646,6.0,8.4,13.2,34.4,34.4,75.4,1.42,18.3,613,2
2647,10.2,4.1,7.6,23.6,16.9,53.8,1.07,10.4,434,3
2648,9.6,14.1,9.3,29.5,22.8,85.1,1.38,19.6,692,2
2649,11.6,8.3,22.8,25.8,28.9,65.6,1.02,24.5,401,3
2650,5.2,13.1,8.5,28.7,27.1,96.3,1.35,13.6,409,2
2651,7.2,3.4,22.0,26.1,25.2,58.6,1.6,32.5,494,2
2652,8.2,14.2,19.6,33.6,31.5,50.5,1.7,31.4,456,2
2653,13.4,4.9,13.8,18.0,24.9,53.4,1.09,18.3,231,3
2654,5.7,6.0,84.8,30.1,22.1,81.5,1.44,96.1,579,2
2655,10.2,5.9,3.1,24.4,26.7,39.0,0.86,8.9,317,3
2656,4.5,10.1,7.0,43.4,38.4,66.5,1.77,24.6,450,1
2657,9.0,13.6,99.5,34.0,37.4,82.3,1.94,128.1,444,1
2658,5.9,12.5,0.4,42.2,35.9,91.6,2.15,11.5,683,1
2659,7.1,4.3,24.4,26.7,14.6,51.1,1.23,35.7,646,2
2660,9.3,10.3,67.6,37.3,22.7,61.0,1.6,72.0,582,2
2661,3.4,9.5,18.8,40.6,30.4,51.7,2.15,31.5,738,1
2662,10.1,6.1,4.6,17.4,20.9,62.3,1.25,11.8,486,3
2663,4.3,17.5,21.9,29.2,37.6,112.4,2.99,39.6,689,0
2664,10.5,4.7,0.7,24.8,15.7,46.4,0.98,5.7,523,3
2665,4.7,19.4,13.3,34.6,28.5,70.8,1.63,20.8,365,1
2666,8.2,4.2,13.7,32.2,26.6,104.1,1.9,28.4,467,1
2667,6.5,16.3,67.0,29.4,20.3,49.7,1.34,80.2,436,2
2668,5.0,12.5,39.7,32.3,27.2,53.7,1.59,43.7,363,2
2669,11.3,4.2,5.1,29.9,18.5,58.0,1.03,6.3,510,3
2670,3.8,11.6,13.8,39.0,41.2,59.1,1.82,39.2,602,1
2671,3.8,11.2,12.0,29.9,37.5,82.5,1.63,25.6,597,1
2672,4.6,5.5,295.0,38.2,50.1,115.9,3.01,315.8,755,0
2673,4.2,23.6,8.0,33.1,32.0,91.3,2.28,24.3,587,1
2674,3.0,5.3,11.6,40.8,36.7,107.1,1.94,37.6,750,0
2675,6.8,11.4,38.5,47.8,41.1,74.1,1.85,62.2,549,1
2676,12.5,7.4,14.9,26.3,26.2,64.8,1.02,22.0,237,3
2677,3.3,11.6,4.2,32.1,37.1,84.3,1.45,14.3,737,1
2678,6.3,11.9,14.2,31.1,15.0,80.7,1.46,24.3,481,2
2679,5.6,17.5,51.7,31.1,35.6,78.4,2.24,67.9,488,1
2680,7.0,2.9,17.4,37.5,31.6,84.2,3.0,35.5,524,1
2681,9.5,7.0,7.5,31.8,36.1,49.9,1.48,17.9,687,2
2682,5.5,15.8,14.1,33.4,26.8,96.6,2.39,25.5,623,1
2683,5.8,9.7,11.4,28.4,36.0,80.8,1.19,20.3,530,2
2684,10.2,14.7,14.8,37.0,40.6,96.6,2.11,25.2,673,1
2685,10.9,7.0,13.4,26.2,26.7,60.3,1.23,17.3,308,3
2686,10.6,8.6,9.2,29.4,29.3,54.3,1.49,15.5,405,2
2687,10.3,5.5,9.8,27.1,18.6,36.1,0.91,16.2,311,3
2688,10.0,3.8,11.1,33.6,23.7,46.7,1.16,22.2,592,2
2689,5.8,3.8,34.2,35.3,20.3,53.7,1.21,44.6,328,2
2690,4.8,17.1,6.9,33.2,31.0,76.6,2.06,23.1,804,1
2691,10.9,2.0,5.0,26.6,24.6,67.5,0.96,6.7,444,3
2692,10.4,4.8,8.8,23.0,16.8,66.7,1.08,12.3,316,3
2693,11.5,4.8,6.4,24.0,10.8,55.5,0.89,8.6,456,3
2694,11.0,5.6,1.9,27.9,14.5,60.9,1.0,6.7,383,3
2695,9.7,22.9,2.5,41.5,41.6,106.1,2.33,16.1,629,0
2696,5.5,14.0,31.1,40.9,39.3,69.5,1.69,53.4,465,1
2697,11.1,7.3,2.7,21.9,20.6,58.3,0.9,5.6,493,3
2698,4.0,22.2,3.6,51.5,49.5,92.6,2.48,25.7,737,0
2699,10.1,5.1,3.2,24.3,15.1,77.2,1.22,8.5,385,3
2700,4.0,11.2,64.3,34.8,39.9,68.1,2.26,74.2,537,1
2701,10.7,7.5,17.3,25.7,16.9,51.6,1.07,20.6,454,3
2702,4.7,17.7,39.6,39.3,22.0,57.3,1.64,59.1,573,1
2703,2.7,26.1,77.0,32.5,54.5,97.5,1.82,99.1,555,0
2704,10.7,6.4,2.0,29.6,17.4,72.1,1.06,6.6,353,3
2705,4.0,7.3,68.4,31.9,37.9,72.0,2.24,87.0,679,1
2706,10.4,8.1,1.5,26.8,21.0,50.0,1.02,7.4,606,3
2707,12.0,5.9,22.6,26.0,22.7,79.9,1.37,28.3,323,2
2708,14.0,18.2,10.2,30.1,23.6,83.5,1.73,15.6,676,2
2709,6.3,15.4,46.0,34.0,45.5,75.2,3.34,57.2,601,0
2710,3.4,17.0,7.2,45.5,39.1,84.9,2.09,17.4,861,0
2711,6.7,9.2,42.9,31.0,29.3,77.2,1.4,56.6,611,2
2712,11.0,6.3,1.4,25.0,14.7,77.4,0.84,5.8,288,3
2713,11.6,7.6,1.2,26.9,20.5,60.6,0.92,6.4,267,3
2714,11.9,6.1,0.9,24.9,18.0,57.7,1.25,4.9,302,3
2715,5.7,9.5,5.6,36.1,23.0,55.2,1.7,17.2,317,2
2716,7.3,14.6,71.0,29.2,19.8,89.5,1.16,83.9,618,2
2717,5.3,8.5,50.8,36.4,22.6,78.0,1.55,57.2,583,2
2718,5.4,14.2,0.6,29.8,34.6,84.3,1.61,14.0,506,2
2719,10.2,6.5,8.4,24.7,15.7,49.4,1.2,14.8,194,3
2720,3.4,14.0,12.8,27.2,23.5,88.1,1.94,31.5,576,1
2721,12.0,3.0,28.7,23.9,18.7,79.6,1.1,32.2,454,3
2722,4.6,20.5,4.5,40.0,31.0,88.6,2.11,25.7,709,1
2723,9.5,11.5,40.6,29.5,25.4,84.6,1.75,51.7,418,2
2724,5.0,9.5,40.8,29.5,30.7,54.6,1.52,48.3,642,2
2725,10.5,5.1,2.0,20.0,15.2,79.9,1.06,7.3,244,3
2726,4.3,18.6,55.0,44.0,23.8,100.4,2.12,76.2,535,1
2727,11.1,2.6,2.7,25.8,17.2,56.9,0.84,10.1,569,3
2728,12.4,-0.4,20.4,26.2,14.2,56.5,0.88,28.2,427,3
2729,5.4,10.9,22.8,37.0,25.5,72.5,1.16,30.2,318,2
2730,5.2,15.1,6.3,30.5,21.9,55.3,1.45,18.2,391,2
2731,14.0,4.9,13.0,27.2,23.5,66.4,1.08,16.3,428,3
2732,8.7,14.7,51.6,27.4,35.3,73.6,1.87,64.0,769,1
2733,11.6,2.3,2.8,26.7,24.4,68.4,1.12,10.4,545,3
2734,5.9,10.6,13.7,31.3,28.6,70.5,1.69,23.4,647,2
2735,3.8,10.8,1.3,39.0,24.2,80.7,1.65,21.3,448,1
2736,8.6,12.2,14.3,24.8,22.7,86.3,1.27,21.5,419,2
2737,5.0,8.4,8.2,35.9,20.0,49.6,1.57,26.0,361,2
2738,5.9,1.1,16.1,35.6,32.2,64.8,1.65,30.3,640,2
2739,10.7,3.6,0.8,25.0,27.1,57.3,1.12,6.7,267,3
2740,5.1,15.3,62.2,28.0,29.0,80.7,1.61,68.9,336,2
2741,11.0,7.6,7.7,30.1,20.2,49.0,0.98,14.5,465,3
2742,14.3,6.0,14.5,28.2,23.0,60.6,1.16,19.4,360,3
2743,18.0,6.0,6.1,26.3,16.3,67.0,1.04,12.5,559,3
2744,11.2,6.4,1.3,23.9,23.2,39.6,0.93,5.7,569,3
2745,12.1,4.6,6.5,24.6,17.0,48.9,0.96,14.6,264,3
2746,10.3,7.1,8.1,22.7,23.5,53.9,1.2,12.7,487,3
2747,3.9,21.5,111.0,34.2,34.7,76.9,2.17,129.2,484,1
2748,12.4,5.4,32.9,20.2,21.7,76.4,1.0,38.5,501,3
2749,8.3,14.8,28.7,30.6,21.5,65.6,1.48,38.2,383,2
2750,5.7,6.4,7.1,32.6,30.9,78.7,1.52,20.4,352,2
2751,4.1,21.2,4.6,43.8,32.8,106.8,2.34,19.2,425,1
2752,10.1,7.3,7.8,18.1,12.9,61.3,1.04,12.3,218,3
2753,6.7,9.7,31.9,31.9,36.4,74.5,1.45,40.6,494,2
2754,5.2,13.5,39.0,42.2,31.2,76.5,2.3,53.0,458,1
2755,12.0,13.0,4.5,34.6,26.6,48.6,1.42,15.6,410,2
2756,11.8,0.2,9.2,25.8,17.5,51.5,1.26,12.9,452,3
2757,10.3,7.7,10.8,27.7,14.0,79.4,0.92,16.8,348,3
2758,10.5,7.8,4.5,21.0,18.6,51.0,1.01,9.4,254,3
2759,5.9,7.7,55.8,22.6,30.0,75.5,1.33,63.3,361,2
2760,12.9,2.9,6.7,28.4,17.6,81.5,0.93,11.7,580,3
2761,7.1,5.2,10.3,28.3,37.4,76.6,1.38,17.8,540,2
2762,9.1,17.4,17.2,28.2,32.3,90.6,2.07,27.5,680,1
2763,10.3,4.9,0.3,21.6,14.7,64.6,1.05,7.9,380,3
2764,8.9,5.1,17.3,31.0,31.4,79.6,1.69,30.5,347,2
2765,2.5,14.8,37.3,27.1,29.7,93.4,3.28,64.1,701,0
2766,5.2,5.8,44.6,25.7,21.2,82.4,1.44,54.5,580,2
2767,3.8,17.0,23.0,32.4,19.5,61.8,2.05,43.4,463,1
2768,6.9,14.5,23.8,35.1,26.6,47.6,1.35,31.7,565,2
2769,19.9,8.0,3.9,24.1,22.5,63.0,0.78,7.4,566,3
2770,10.0,6.3,13.1,23.8,11.3,58.4,0.94,23.2,437,3
2771,6.7,10.1,4.8,26.0,19.5,79.4,1.86,18.1,525,2
2772,5.5,7.5,38.2,34.9,20.9,81.1,1.68,52.3,672,2
2773,12.3,2.4,43.1,27.2,15.1,78.3,0.97,43.8,397,3
2774,7.2,7.6,27.4,35.0,25.5,82.9,1.5,32.6,344,2
2775,17.2,6.9,7.7,26.0,17.2,54.7,1.05,16.9,333,3
2776,11.9,4.9,14.1,23.0,20.1,52.0,0.76,15.5,497,3
2777,10.9,2.9,16.1,25.6,24.1,63.4,1.04,20.9,303,3
2778,12.2,4.7,19.4,21.4,21.7,39.3,1.1,26.4,428,3
2779,10.7,5.4,1.2,19.7,12.8,75.2,0.93,5.2,527,3
2780,5.1,15.0,9.3,37.5,32.2,76.6,1.29,10.1,669,2
2781,3.4,16.5,1.1,32.5,31.0,67.4,1.56,9.2,512,1
2782,2.9,32.5,4.9,36.8,40.2,100.2,3.02,14.2,489,0
2783,6.4,12.2,0.9,29.4,24.5,94.1,1.24,7.1,648,2
2784,10.4,4.7,7.9,27.8,25.1,64.8,0.99,13.3,223,3
2785,14.8,4.6,4.7,22.5,20.4,55.4,0.93,5.6,371,3
2786,6.2,10.3,1.0,39.4,33.1,55.7,1.27,11.4,416,2
2787,15.3,5.0,10.2,25.3,16.2,60.8,1.18,15.7,406,3
2788,7.0,5.6,45.6,35.4,31.4,84.1,1.26,62.3,638,2
2789,11.9,2.7,17.2,22.4,14.3,77.8,0.83,22.0,410,3
2790,18.9,3.9,13.5,25.8,23.0,65.6,1.09,15.2,368,3
2791,10.3,7.0,3.1,24.9,18.8,45.7,1.08,9.4,275,3
2792,5.5,8.4,10.2,23.6,18.0,66.3,1.64,20.6,581,2
2793,5.3,14.6,28.0,30.8,28.4,47.2,1.27,33.6,316,2
2794,10.5,8.1,8.2,23.2,25.7,71.3,1.04,13.1,218,3
2795,10.8,4.0,1.8,23.5,19.6,67.0,1.07,6.8,320,3
2796,10.5,4.6,15.8,26.1,22.7,63.1,0.89,19.1,249,3
2797,7.0,5.0,19.1,35.5,41.3,79.5,2.0,40.9,650,1
2798,10.0,7.5,28.1,27.7,23.0,70.0,0.98,31.1,538,3
2799,5.0,17.0,6.1,29.5,32.6,58.6,1.19,17.5,311,2
2800,13.4,5.7,15.7,22.4,16.0,50.0,1.06,21.1,433,3
2801,11.2,6.6,4.0,23.5,25.3,74.6,1.12,7.4,239,3
2802,4.0,8.1,18.6,30.8,31.0,85.5,2.25,44.4,770,1
2803,10.5,24.0,25.0,45.4,36.7,104.0,2.5,22.8,467,1
2804,5.1,5.9,1.5,31.0,28.5,72.1,1.7,17.4,332,2
2805,6.2,5.7,15.4,31.0,24.8,69.1,1.62,29.6,704,2
2806,6.6,18.2,1.3,40.1,35.7,88.5,2.2,13.3,453,1
2807,6.9,11.4,7.6,32.9,22.8,66.0,1.67,11.9,686,2
2808,8.2,9.5,6.1,29.6,25.6,75.1,1.52,14.0,649,2
2809,10.7,4.0,9.3,22.8,13.9,66.4,0.87,12.7,579,3
2810,16.9,7.8,15.4,19.9,17.9,46.2,1.07,22.1,568,3
2811,10.2,5.1,0.3,27.6,12.9,57.9,1.08,8.8,265,3
2812,10.3,9.2,19.7,24.6,20.5,76.2,0.95,25.0,400,3
2813,5.0,14.8,100.9,36.1,33.1,100.5,2.09,108.5,769,1
2814,3.6,17.1,75.8,48.6,52.7,83.7,2.02,98.3,843,0
2815,5.9,12.6,28.5,22.3,30.2,53.9,1.44,47.9,614,2
2816,8.6,9.9,2.1,38.7,54.4,71.8,2.99,20.3,625,0
2817,7.0,23.5,50.1,30.8,25.3,92.2,2.41,67.5,573,1
2818,10.8,5.2,30.5,25.4,21.9,65.3,1.41,34.7,527,2
2819,11.1,3.8,9.6,29.2,21.9,70.2,1.03,14.3,262,3
2820,13.8,1.7,7.9,19.0,14.2,77.1,1.0,11.1,199,3
2821,11.9,1.9,24.7,26.0,21.4,45.1,1.12,28.7,397,3
2822,4.7,18.0,6.3,34.5,33.5,74.3,1.91,22.0,568,1
2823,10.9,4.9,11.5,24.9,25.8,61.5,1.0,14.6,336,3
2824,13.8,6.0,24.3,31.7,15.3,52.1,0.91,30.1,418,3
2825,10.3,4.7,0.8,22.5,13.3,65.5,1.07,8.2,526,3
2826,11.2,7.9,25.1,24.6,16.4,49.7,1.22,26.5,236,3
2827,15.0,3.9,9.9,23.1,18.1,63.6,0.98,15.5,205,3
2828,9.8,15.3,9.8,29.6,28.7,54.1,1.39,20.3,690,2
2829,8.8,5.2,0.7,22.5,30.5,59.8,1.37,12.6,718,2
2830,10.6,2.7,2.4,27.3,14.2,62.8,1.02,5.1,538,3
2831,6.0,2.9,7.6,25.2,30.4,75.4,1.46,14.2,536,2
2832,5.5,21.5,2.2,32.8,33.6,99.6,1.92,8.0,664,1
2833,4.5,18.5,15.5,41.9,29.2,68.4,1.4,26.3,387,1
2834,8.7,8.4,12.6,34.8,25.3,88.8,1.49,30.8,431,2
2835,3.0,5.7,7.6,49.6,42.3,91.0,2.22,26.6,748,0
2836,6.3,5.4,51.1,26.7,32.8,70.2,1.42,56.7,592,2
2837,3.4,26.9,7.0,34.0,20.7,73.8,2.03,27.4,749,1
2838,7.5,9.3,13.0,28.3,33.2,77.3,1.77,21.6,542,2
2839,4.4,21.2,56.6,36.4,30.6,99.6,2.9,65.3,699,0
2840,17.4,2.7,32.3,24.1,14.8,55.9,1.13,39.5,567,3
2841,9.2,8.7,41.5,35.5,37.1,55.7,1.17,52.6,546,2
2842,10.1,7.9,5.1,23.8,13.0,77.4,0.84,10.1,315,3
2843,5.1,8.0,18.2,26.1,19.8,62.1,1.88,26.6,629,2
2844,12.6,8.5,11.2,21.9,24.9,49.8,1.12,16.3,507,3
2845,13.2,2.9,20.7,27.8,18.2,42.0,0.89,24.5,253,3
2846,15.8,4.9,2.4,25.7,13.4,41.1,1.01,9.2,544,3
2847,6.5,3.6,27.0,23.8,29.6,62.8,1.74,40.5,417,2
2848,3.6,19.4,69.8,39.1,33.6,73.5,1.88,82.4,557,1
2849,10.5,5.8,4.7,28.3,13.2,72.7,0.94,8.4,246,3
2850,8.1,5.3,10.2,34.9,21.0,57.0,1.59,23.2,612,2
2851,13.4,2.1,3.5,26.4,25.1,75.1,0.96,8.5,543,3
2852,10.3,3.3,25.8,22.5,26.9,58.3,0.97,32.3,501,3
2853,12.3,7.6,4.4,24.0,28.8,62.2,1.07,5.9,528,3
2854,12.1,4.7,6.2,18.6,15.9,66.2,1.13,11.5,448,3
2855,10.2,6.5,14.9,29.0,24.3,67.2,0.84,20.0,524,3
2856,8.6,14.1,8.8,40.5,22.9,83.3,2.11,30.9,757,1
2857,10.4,5.1,0.4,25.0,14.1,68.8,0.94,5.6,595,3
2858,7.3,6.5,46.2,25.1,17.7,48.3,1.8,56.6,353,2
2859,7.2,12.2,5.5,32.6,30.8,83.8,1.73,13.0,363,2
2860,11.1,6.8,10.3,29.2,21.6,45.3,0.92,17.7,219,3
2861,14.1,6.1,17.9,22.0,12.3,58.4,1.0,21.6,600,3
2862,5.0,5.9,6.8,36.1,18.7,69.1,1.15,16.2,630,2
2863,15.0,6.7,8.8,25.2,23.0,39.1,1.1,19.7,249,3
2864,5.4,11.5,28.0,21.1,33.8,59.4,1.32,37.8,496,2
2865,6.5,20.8,15.4,29.8,28.8,55.1,1.69,27.0,602,1
2866,6.3,6.8,19.4,28.2,27.0,84.8,1.65,23.4,661,2
2867,7.2,10.0,43.6,36.3,27.9,83.6,1.17,55.0,512,2
2868,11.1,2.9,2.4,26.3,16.8,50.3,0.98,8.4,603,3
2869,5.4,9.0,12.5,25.3,28.8,45.7,1.37,27.4,525,2
2870,6.2,12.4,13.6,23.6,32.5,67.9,1.48,31.3,309,2
2871,5.6,16.1,35.7,35.3,41.7,106.9,2.54,60.3,857,0
2872,5.4,14.0,5.9,31.0,29.4,66.7,1.44,19.3,633,2
2873,7.1,12.3,19.4,28.1,16.2,62.6,1.77,29.4,676,2
2874,5.5,20.2,1.5,32.9,30.9,79.1,1.77,6.7,344,2
2875,12.9,4.1,10.7,34.8,20.8,66.4,1.08,17.1,353,3
2876,3.6,9.9,12.7,23.8,30.4,79.7,1.85,27.5,568,1
2877,5.1,18.9,14.5,47.4,32.3,82.8,1.84,33.5,600,1
2878,10.3,5.9,14.4,24.6,25.2,66.9,1.01,19.2,279,3
2879,10.5,2.1,1.4,20.1,14.9,77.9,0.88,4.9,536,3
2880,12.8,2.4,4.9,22.0,23.8,50.1,1.05,10.0,493,3
2881,8.6,2.5,7.2,29.4,19.6,52.1,1.62,18.1,613,2
2882,6.7,36.5,105.7,30.8,39.4,66.5,2.64,117.8,573,0
2883,8.9,20.8,16.3,29.8,25.8,76.0,1.29,27.6,510,2
2884,10.3,6.3,2.8,22.4,19.1,52.4,0.83,11.1,339,3
2885,11.3,4.7,10.9,27.4,23.7,47.7,1.08,12.6,494,3
2886,13.8,6.3,1.2,17.9,23.9,70.1,1.18,8.3,487,3
2887,8.7,17.9,45.4,43.7,27.4,80.1,2.1,49.7,561,1
2888,10.7,10.8,11.0,29.0,36.6,61.4,1.52,17.4,326,2
